Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
Adventures of Huckleberry Finn,Mark Twain,"adventure and adventurers, Adventure stories, American fiction (fictional works by one author)",3.9130435,230.0,"YOU DON'T know about me, without you have read a book by the name of ""The Adventures of Tom Sawyer,"" but that ain't no matter.",348,9781435640092,jpn,1876,https://covers.openlibrary.org/b/id/8157718-L.jpg,https://openlibrary.org/works/OL53908W
The history of the great plague in London in the year 1665,Daniel Defoe,"Early works to 1800, Plague, History",3.3333333,3.0,"It was about the beginning of September, 1664, that I, among the rest of my neighbours, heard in ordinary discourse that the plague was returned again in Holland; for it had been very violent there, and particularly at Amsterdam and Rotterdam, in the year 1663, whither, they say, it was brought, some said from Italy, others from the Levant, among some goods which were brought home by their Turkey fleet; others said it was brought from Candia; others from Cyprus.",253,9781981607723,spa,1722,https://covers.openlibrary.org/b/id/5935009-L.jpg,https://openlibrary.org/works/OL45109W
Where the Wild Things Are,Maurice Sendak,"Caldecott Medal, Dreams, Fantasy",4.1359224,103.0,"La noche que Max se puso un traje de lobo y comenzo a hacer una travesura tras otra su mama le dijo: ""!ERES UN MONSTROU!""",42,9780062265739,eng,1963,https://covers.openlibrary.org/b/id/50842-L.jpg,https://openlibrary.org/works/OL2568879W
Анна Каренина,Лев Толстой,"Fiction, Adultery, Married women",4.177778,45.0,"ALL happy families resemble one another, each unhappy family is unhappy in its own way.",656,9781484868850,ukr,1876,https://covers.openlibrary.org/b/id/2560652-L.jpg,https://openlibrary.org/works/OL267096W
Доктор Живаго,Boris Leonidovich Pasternak,"Fiction, History, Continental european fiction (fictional works by one author)",3.4,15.0,"On they went, singing ""Rest Eternal,"" and whenever they stopped, their feet, the horses, and the gusts of wind seemed to carry on their singing.",559,9788433914910,eng,1957,https://covers.openlibrary.org/b/id/1045432-L.jpg,https://openlibrary.org/works/OL258301W
El amor en los tiempos del cólera,Gabriel García Márquez,"Vida familiar, Family life, Historias de amor",4.206897,58.0,Era inevitable: el olor de las almendras amargas le recordaba siempre el destino de los amores contrariados.,451,0307387267,eng,1985,https://covers.openlibrary.org/b/id/10096404-L.jpg,https://openlibrary.org/works/OL274518W
For Whom the Bell Tolls,Ernest Hemingway,"Spain in fiction, Fiction, History",3.4545455,22.0,"In his earlier years Hemingway relished the nickname ""Champ,"" which exemplified his roistering, hard-fisted outdoor life of adventure.",480,9781476787831,eng,1940,https://covers.openlibrary.org/b/id/2560810-L.jpg,https://openlibrary.org/works/OL63009W
Death on the Nile,Agatha Christie,"Belgians, Fiction, Hercule Poirot (Fictitious character)",4.1666665,24.0,"""Linnet Ridgeway!"" ""That's her!"" said Mr. Burnaby, the landlord of the Three Crowns.",276,9780553148473,eng,1937,https://covers.openlibrary.org/b/id/14066646-L.jpg,https://openlibrary.org/works/OL471724W
Il nome della rosa,Umberto Eco,"Novela de misterio, History, Monasticismo y vida religiosa",4.1465516,116.0,"Am 16. August 1968 fiel mir ein Buch as der Feder eines gewissen Abbé Vallet in die Hände: Le manuscript de Dom Adson de Melk, traduit en français d'après P'édition de Dom J. Mabillon (Aux Presses de l'Abbaye de la Source Paris 1842).",533,9782878091038,eng,1980,https://covers.openlibrary.org/b/id/8598263-L.jpg,https://openlibrary.org/works/OL8996439W
Im Westen nichts Neues,Erich Maria Remarque,"World War, 1914-1918, Fiction, Readers",4.181818,88.0,WE ARE at rest five miles behind the front.,248,9788307025100,eng,1928,https://covers.openlibrary.org/b/id/12706822-L.jpg,https://openlibrary.org/works/OL1209288W
Ozma of Oz,L. Frank Baum,"Fantasy, Children's stories, Children's stories, American",4.3333335,15.0,"The wind blew hard and joggled the water of the ocean, sending ripples across its surface.",120,108946455X,eng,1907,https://covers.openlibrary.org/b/id/12648657-L.jpg,https://openlibrary.org/works/OL18415W
The Adventures of Tom Sawyer,Mark Twain,"The Adventures of Tom Sawyer, Mark Twain, 1835-1910",3.960265,151.0,"""Tom!"" No answer. ""Tom!"" No answer. ""What's gone with that boy, I wonder? You, TOM!""",253,9785779302463,mal,1817,https://covers.openlibrary.org/b/id/12043351-L.jpg,https://openlibrary.org/works/OL53919W
Robinson Crusoe,Daniel Defoe,"Crusoe, robinson (fictitious character), fiction, British and irish fiction (fictional works by one author), Survival",3.9545455,22.0,"BENT UPON SEEING THE WORLD - I was born in the year 1632, in the city of York, of a good family. My father designed me for the  law. But I woudl be satisfied with nothing but going to sea, and to this my father would not give his consent...",287,1436227135,eng,1686,https://covers.openlibrary.org/b/id/368541-L.jpg,https://openlibrary.org/works/OL45237W
The Lord of the Rings,J.R.R. Tolkien,"The Lord of the Rings, Fiction, Ficción",4.52,100.0,"When Mr. Bilbo Baggins of Bag End announced that he would shortly be celebrating his eleventy-first birthday with a party of special magnificence, there was much talk and excitement in Hobbiton.",1193,9780553456530,eng,1954,https://covers.openlibrary.org/b/id/14625765-L.jpg,https://openlibrary.org/works/OL27448W
Lady Chatterley's Lover,D. H. Lawrence,"Sexual behavior, Married women, Adultery",3.047619,21.0,"OURS IS ESSENTIALLY a tragic age, so we refuse to take it tragically.",364,9788085637083,eng,1900,https://covers.openlibrary.org/b/id/12983362-L.jpg,https://openlibrary.org/works/OL81180W
Der Proceß,Franz Kafka,"Fiction, Alegorical fiction, Manuscripts",4.180328,61.0,"SOMEONE must have been telling lies about Joseph K., for without having done anything wrong he was arrested one fine morning.",269,9781548880705,ukr,1825,https://covers.openlibrary.org/b/id/997423-L.jpg,https://openlibrary.org/works/OL498463W
Great Expectations,Charles Dickens,"Authors, Benefactors, Bildungsromans",3.7467532,154.0,"My father's family name being Pirrip, and my christian name Philip, I called myself Pip, and came to be called Pip.",482,1847493815,srp,1861,https://covers.openlibrary.org/b/id/13322313-L.jpg,https://openlibrary.org/works/OL8721462W
Lord Edgware Dies,Agatha Christie,"Hercule Poirot (Fictitious character), Private investigators, Fiction",3.9166667,12.0,THE memory of the public is short.,238,9781504763493,eng,1933,https://covers.openlibrary.org/b/id/9492111-L.jpg,https://openlibrary.org/works/OL471767W
The Moonstone,Wilkie Collins,"Fiction, Jewelry theft, East Indians",4.090909,22.0,"In the first part of ROBINSON CRUSOE, at page one hundred and twenty-nine, you will find it thus written: ""Now I saw, though too late, the Folly of beginning a Work before we count the Cost, and before we judge rightly of our own Strength to go through with it.""",493,9780557745876,eng,1800,https://covers.openlibrary.org/b/id/8237041-L.jpg,https://openlibrary.org/works/OL176092W
A Caribbean Mystery,Agatha Christie,"Agatha Christie, Miss Marple, Series",4.0,10.0,"""Take all this business about Kenya,"" said Major Palgrave.",224,8467069171,eng,1964,https://covers.openlibrary.org/b/id/14578132-L.jpg,https://openlibrary.org/works/OL472458W
Northern Lights,Philip Pullman,"Political theology, Polar bears, Kidnapping",3.9506726,223.0,"Lyra and her daemon moved through the darkening hall, taking care to keep to one side, out of sight of the kitchen.",410,9789722361606,eng,1995,https://covers.openlibrary.org/b/id/8747028-L.jpg,https://openlibrary.org/works/OL28988W
Little Women,Louisa May Alcott,"Romans, Jeunes filles, Soeurs",4.0416665,120.0,Božić neće biti Božić bez darova-progunđa Jo ležeći na sagu.,423,9789811245282,urd,1848,https://covers.openlibrary.org/b/id/8775559-L.jpg,https://openlibrary.org/works/OL29983W
The Old Man and the Sea,Ernest Hemingway,"American Sea stories, Male friendship, Fishers",3.8873873,222.0,"Érase un viejo que solia ir de pesca solo en su bote en el Gulf Stream, y desde hace ya ochenta y cuatro dias no pescaba nada.",133,9781781396810,swa,1952,https://covers.openlibrary.org/b/id/463307-L.jpg,https://openlibrary.org/works/OL63073W
The Voyage of the Dawn Treader,C. S. Lewis,"Narnia, The Voyage of the Dawn Treader, The Chronicles of Narnia",4.1287127,101.0,"THERE WAS A BOY CALLED EUSTACE CLARENCE Scrubb, and he almost deserved it.",224,9782070695188,eng,1952,https://covers.openlibrary.org/b/id/9184719-L.jpg,https://openlibrary.org/works/OL71132W
Lord of the Flies,William Golding,"fiction, relationships, adventure",3.668421,380.0,"Der blondhaarige Junge glitt das letzte Stück Felsen hinab und begann, sich zur Lagune durchzuarbeiten.",243,0026351218,eng,1954,https://covers.openlibrary.org/b/id/8684447-L.jpg,https://openlibrary.org/works/OL455327W
Отцы и дети,Ivan Sergeevich Turgenev,"Fiction, Social life and customs, Fathers and sons",4.0,23.0,No description available,247,0404019048,eng,1867,https://covers.openlibrary.org/b/id/8236420-L.jpg,https://openlibrary.org/works/OL43370W
We're Going on a Bear Hunt,Michael Rosen,"Bears, Juvenile fiction, Hunting",3.9166667,24.0,We're going on a bear hunt.,36,9780673805447,eng,1746,https://covers.openlibrary.org/b/id/433694-L.jpg,https://openlibrary.org/works/OL832133W
Harry Potter and the Philosopher's Stone,J. K. Rowling,"series:Harry_Potter, Ghosts, Monsters",4.23069,971.0,"Mr and Mrs Dursley, of number four, Privet Drive, were proud to say that they were perfectly normal, thank you very much.",302,5845105129,gla,1997,https://covers.openlibrary.org/b/id/15155833-L.jpg,https://openlibrary.org/works/OL82563W
The Hound of the Baskervilles,Arthur Conan Doyle,"crime novel, English Civil War, mires",3.9649122,57.0,"Mr. Sherlock Holmes, der sehr spät am Morgen aufzustehen pflegte (außer bei den gar nicht seltenen Gelegenheiten, da er die ganze Nacht aufblieb), saß am Frühstückstisch.",206,9781973147077,spa,1900,https://covers.openlibrary.org/b/id/8063264-L.jpg,https://openlibrary.org/works/OL262454W
Nineteen Eighty-Four,George Orwell,"futurology, censorship, surveillance",4.2860823,388.0,En un radiante y frío día de abril los relojes marcaban las trece.,318,9780141393049,ukr,1949,https://covers.openlibrary.org/b/id/9267242-L.jpg,https://openlibrary.org/works/OL1168083W
The Spy Who Came in from the Cold,John le Carré,"Fiction, Cold War, Intelligence officers",4.159091,44.0,"The American handed Leamas another cup of coffee and said, ""Why don't you go back and sleep?",247,9780886461218,ita,1602,https://covers.openlibrary.org/b/id/7013626-L.jpg,https://openlibrary.org/works/OL15723140W
Bridge to Terabithia,Katherine Paterson,"Amistad, Children's stories, Death",4.140351,57.0,"""Ba-room, ba-room, ba-room, baripity, baripity, bariptity, bariptity-Good. His dad had the pickup going.""",152,0061253707,eng,1972,https://covers.openlibrary.org/b/id/12627341-L.jpg,https://openlibrary.org/works/OL27079W
'Salem’s Lot,Stephen King,"Catholic Church, arson, Great Depression",4.0,93.0,Almost everyone thought the man and the boy were father and son.,488,0881037206,eng,1975,https://covers.openlibrary.org/b/id/14654118-L.jpg,https://openlibrary.org/works/OL81632W
Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,"Viajes alrededor del mundo, Translations into Gujarati, Fiction",3.9529412,85.0,"MR. PHILEAS FOGG LIVED, IN 1872, AT NO. 7, SAVILLE Row, Burlington Gardens, the house in which Sheridan died in 1814.",226,9798717265560,por,1872,https://covers.openlibrary.org/b/id/6976035-L.jpg,https://openlibrary.org/works/OL1100007W
Moby Dick,Herman Melville,"American Sea stories, Mentally ill, Whaling",3.9502761,181.0,"Call me Ishmael. Some years ago—never mind how long precisely—having little or no money in my purse, and nothing particular to interest me on shore, I thought I would sail about a little and see the watery part of the world.",452,0781239966,jpn,1851,https://covers.openlibrary.org/b/id/10544254-L.jpg,https://openlibrary.org/works/OL102749W
Le Morte d'Arthur,Thomas Malory,"Arthurian romances, Fiction, Knights and knighthood",3.4210527,19.0,"«Αν δὲ μπορεῖς νὰ ἐξηγήσεις τὸ λόγο γιὰ τὸν ὁποῖο ἔχεις τῆν ἀσπίδα, δὲν εἶσαι ἄξιος νὰ φέρεις ὅπλα», εἶπε ὁ βασιλιᾶς Ἀρθοῦρος.",501,9781853264634,eng,1557,https://covers.openlibrary.org/b/id/8231834-L.jpg,https://openlibrary.org/works/OL15450151W
In Cold Blood,Truman Capote,"True, Crime, Murder",4.054348,92.0,"problems. However, the last seven years have been years of droughtless beneficence.",352,9780451099587,eng,1965,https://covers.openlibrary.org/b/id/228066-L.jpg,https://openlibrary.org/works/OL1992198W
On The Road,Jack Kerouac,"Beat generation, Fiction, Autobiographical fiction",3.5180724,83.0,I FIRST met Dean not long after my wife and I split up.,310,4309463347,eng,1957,https://covers.openlibrary.org/b/id/34655-L.jpg,https://openlibrary.org/works/OL65906W
The Ugly Duckling,Hans Christian Andersen,"Ducklings, Swans, Juvenile literature",4.25,24.0,It was a beautiful summer day.,32,9789997631916,eng,1851,https://covers.openlibrary.org/b/id/446546-L.jpg,https://openlibrary.org/works/OL15155002W
A Murder Is Announced,Agatha Christie,"Fiction, Mystery, Agatha Christie",4.2272725,22.0,"Between 7:30 and 8:30 every morning except Sundays, Johnnie Butt made the round of the village of Chipping Cleghorn on his bicycle, whistling vociferously through his teeth and alighting at each house or cottage to shove through the letter box such morning papers as had been ordered by the occupants of the house in question from Mr. Totman, stationer, of the High Street.",256,1611731771,eng,1950,https://covers.openlibrary.org/b/id/14578204-L.jpg,https://openlibrary.org/works/OL471771W
Das Schloß,Franz Kafka,"Fiction, Bureaucracy, Castles",4.5652175,23.0,IT WAS late in the evening when K. arrived.,386,3353001832,eng,1926,https://covers.openlibrary.org/b/id/12605605-L.jpg,https://openlibrary.org/works/OL498434W
The Giver,Lois Lowry,"Social control, Control (Psychology), Juvenile fiction",4.038961,308.0,"It was almost December, and Jonas was beginning to be frightened.",200,9780007111824,eng,1993,https://covers.openlibrary.org/b/id/8352502-L.jpg,https://openlibrary.org/works/OL1846076W
A Farewell to Arms,Ernest Hemingway,"Cuentos de guerra, World War I, 1914-1918, Open Library Staff Picks",3.637931,58.0,No description available,332,9780785926276,eng,1929,https://covers.openlibrary.org/b/id/7226599-L.jpg,https://openlibrary.org/works/OL63072W
The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,"Classic Literature, Murder, Mystery",4.1377244,167.0,"I had called upon my friend, Mr. Sherlock Holmes, one day in the autumn of last year and found him in deep conversation with a very stout, florid-faced, elderly gentleman with fiery red hair.",310,9562919447,srp,1892,https://covers.openlibrary.org/b/id/6717853-L.jpg,https://openlibrary.org/works/OL262421W
Pride and Prejudice,Jane Austen,"Fiction, Romance, Historical, Regency, British and Irish fiction (fictional works by one author), Brothers and sisters",4.1715817,373.0,IT IS A truth universally acknowledged that a single man in possession of a good fortune must be in want of a wife.,351,0099511150,jpn,1813,https://covers.openlibrary.org/b/id/14348537-L.jpg,https://openlibrary.org/works/OL66554W
The Return of Sherlock Holmes,Arthur Conan Doyle,"air guns, Americans, anise",4.2727275,33.0,No description available,351,0553745573,eng,1903,https://covers.openlibrary.org/b/id/9246467-L.jpg,https://openlibrary.org/works/OL262477W
Decamerone,Giovanni Boccaccio,"Fiction, historical, general, Europe, fiction, Fiction",4.125,16.0,"MOST gracious ladies, knowing that you are all by nature pitiful, I know that in your judgment this work will seem to have a painful and sad origin.",574,9798667231189,ukr,1516,https://covers.openlibrary.org/b/id/6073528-L.jpg,https://openlibrary.org/works/OL7180368W
Gone With the Wind,Margaret Mitchell,"survival, slavery, Bildungsroman",3.7058823,51.0,"Scarlett O’Hara was not beautiful, but men seldom realized it when caught by her charm as
the Tarleton twins were.",947,9780582418066,spa,1936,https://covers.openlibrary.org/b/id/14817133-L.jpg,https://openlibrary.org/works/OL267933W
Through the Looking-Glass,Lewis Carroll,"Fantasy, Fiction, English Nonsense verses",4.0363636,55.0,"One thing was certain, that the white kitten had had nothing to do with it:-it was the black kitten's fault entirely.",134,9781546940449,ukr,1865,https://covers.openlibrary.org/b/id/11272464-L.jpg,https://openlibrary.org/works/OL151406W
Charlotte's Web,E. B. White,"Farm life, Animals, Juvenile fiction",4.0317073,410.0,"WHERE'S Papa going with that ax?""",184,0060757396,eng,1952,https://covers.openlibrary.org/b/id/8461797-L.jpg,https://openlibrary.org/works/OL483391W
Bambi,Felix Salten,"Deer, Fiction, Juvenile fiction",3.5833333,12.0,"He came into the world in the middle of the thicket, in one of those little, hidden forest glades which seem to be entirely open but are really screened in on all sides.",207,9781559949163,eng,1923,https://covers.openlibrary.org/b/id/7153939-L.jpg,https://openlibrary.org/works/OL4459213W
Carrie,Stephen King,"occult & supernatural fiction, horror fiction, psychological thrillers",3.99375,160.0,"Extrait de l'hebdomadaire Enterprise, de Westover (Me), 19 aoüt 1966:",255,9781848940802,fre,1974,https://covers.openlibrary.org/b/id/9256043-L.jpg,https://openlibrary.org/works/OL81626W
The Age of Innocence,Edith Wharton,"Fiction, Triangles (Interpersonal relations), Upper class",3.5416667,48.0,"ON A January evening of the early seventies, Christine Nilsson was singing in Faust at the Academy of Music in New York.",348,0497262304,eng,1920,https://covers.openlibrary.org/b/id/11196262-L.jpg,https://openlibrary.org/works/OL98491W
A Study in Scarlet,Arthur Conan Doyle,"Action & Adventure Fiction, aortic aneurysm, Battle of Maiwand",3.9642856,112.0,"Im Jahre 1878 erwarb ich den Grad eines Doktors der Medizin an der Universität London und begab mich nach Netley, um an dem Lehrgang teilzunehmen, der für Ärzte der Armee vorgeschrieben ist.",162,9781511815468,eng,1887,https://covers.openlibrary.org/b/id/13405534-L.jpg,https://openlibrary.org/works/OL262496W
Fantastic Mr Fox,Roald Dahl,"Animals, Hunger, Open Library Staff Picks",3.9545455,110.0,And these two very old people are the father and mother of Mrs. Bucket.,96,9782070311743,eng,1970,https://covers.openlibrary.org/b/id/6498519-L.jpg,https://openlibrary.org/works/OL45804W
Lord Jim,Joseph Conrad,"Fiction, British, Officers",3.7857144,14.0,"HE WAS an inch, perhaps two, under six feet, powerfully built, and he advanced straight at you with a slight stoop of the shoulders, head forward, and a fixed from-under stare which made you think of a charging bull.",361,9798513620624,eng,1900,https://covers.openlibrary.org/b/id/8236295-L.jpg,https://openlibrary.org/works/OL38684W
The Catcher in the Rye,J. D. Salinger,"fictional works, Runaway teenagers, Fiction",3.5885417,384.0,No description available,240,4560047642,por,1945,https://covers.openlibrary.org/b/id/9273490-L.jpg,https://openlibrary.org/works/OL3335245W
Harry Potter and the Order of the Phoenix,J. K. Rowling,"Children's Books/Ages 9-12 Fiction, Witches and warlocks, Juvenile audience",4.2272725,308.0,Il giorno più caldo dell’estate – almeno fino a quel momento – volgeva al termine e un silenzio sonnacchioso gravava sulle grandi case quadrate di Privet Drive.,870,054579143X,ukr,2003,https://covers.openlibrary.org/b/id/15158666-L.jpg,https://openlibrary.org/works/OL82548W
Charlie and the Chocolate Factory,Roald Dahl,"Childrens Media Tie-In Books, Children's Middle Grade Action & Adventure Books, Children's Picture Books",4.033582,268.0,Ce Vieux monsieur et cette vieille dame sont les parents de Mr. Bucket.,173,014136937X,eng,1964,https://covers.openlibrary.org/b/id/12459564-L.jpg,https://openlibrary.org/works/OL45790W
Dubliners,James Joyce,"Daily Express, West Briton, Three Graces",3.871795,78.0,There was no hope for him this time: it was the third stroke.,240,9789626346730,jpn,1914,https://covers.openlibrary.org/b/id/8216412-L.jpg,https://openlibrary.org/works/OL86320W
Madame Bovary,Gustave Flaubert,"literary fiction, French literature, Fiction",3.6530612,49.0,"WE were in the prep-room when the Head came in, followed by a new boy in mufti and a beadle carrying a big desk.",351,1697575528,ukr,1856,https://covers.openlibrary.org/b/id/12993424-L.jpg,https://openlibrary.org/works/OL893707W
The A.B.C. Murders,Agatha Christie,"Fiction, Mystery, Agatha Christie",4.0677967,59.0,It was in June of 1935 that I came home from my ranch in South America for a stay of about six months.,227,9780063375871,eng,1936,https://covers.openlibrary.org/b/id/14573514-L.jpg,https://openlibrary.org/works/OL471509W
The Good Earth,Pearl S. Buck,"China, fiction, Fiction, historical, general, Social life and customs",3.909091,22.0,"In The Good Earth (1931), Pearl Buck tells a timeless story about a farmer struggling to eke out a living from the earth.",313,9781306614511,eng,1931,https://covers.openlibrary.org/b/id/2626823-L.jpg,https://openlibrary.org/works/OL1140109W
The Jungle,Upton Sinclair,"Slaughtering and slaughter-houses, Sociology, Lithuanian Americans",4.2417583,91.0,THERE'S A BOARDINGHOUSE NOT FAR FROM HERE.,350,9798724659109,eng,1707,https://covers.openlibrary.org/b/id/8231790-L.jpg,https://openlibrary.org/works/OL114967W
Winnie-the-Pooh,A. A. Milne,"Juvenile audience, Juvenile fiction, Fiction",4.236111,72.0,"HERE IS Edward Bear, coming downstairs now, bump, bump, bump, on the back of his head, behind Christopher Robin.",158,3791513214,eng,1925,https://covers.openlibrary.org/b/id/8610816-L.jpg,https://openlibrary.org/works/OL476641W
Little House on the Prairie,Laura Ingalls Wilder,"Osage Nation, covered wagons, Juvenile audience",4.4666667,15.0,"Along time ago, when all the grandfathers and grandmothers of today were little boys and little girls or very small babies, or perhaps not even born, Pa and Ma and Mary and Laura and Baby Carrie left their little house in the Big Woods of Wisconsin.",309,0060885394,eng,1935,https://covers.openlibrary.org/b/id/11277564-L.jpg,https://openlibrary.org/works/OL1719792W
Harry Potter and the Deathly Hallows,J. K. Rowling,"the Elder Wand, children's books, dementors",4.275862,406.0,"Les deux hommes surgirent de nulle part, à quelques mètres l’un de l’autre, sur le chemin étroit éclairé par la lune. Pendant un instant, ils restèrent parfaitement immobiles, chacun pointant sa baguette magique sur la poitrine de l’autre.",701,8372782814,jpn,2007,https://covers.openlibrary.org/b/id/15158660-L.jpg,https://openlibrary.org/works/OL82586W
Harry Potter and the Half-Blood Prince,J. K. Rowling,"orphans, foster homes, romans",4.3640776,206.0,"Il était près de minuit et le Premier Ministre, assis seul dans son bureau, lisait un long rapport dont les mots lui traversaient l’esprit sans qu’il parvienne à en saisir le moindre sens.",640,0747581088,spa,2005,https://covers.openlibrary.org/b/id/10716273-L.jpg,https://openlibrary.org/works/OL82565W
Alice's Adventures in Wonderland / Through the Looking Glass,Lewis Carroll,"adventure and adventurers, adventure and adventurers, fiction, adventure stories",4.02,100.0,"The book in your hands is the most accessible of all literary masterpieces, and one of the strangest.",277,9781850381563,rum,1889,https://covers.openlibrary.org/b/id/8595966-L.jpg,https://openlibrary.org/works/OL151411W
The Pilgrim's Progress,John Bunyan,"Bibliography, Readers, Fiction",4.35,20.0,"THE seventeenth century was singularly prolific in great writers, religious and secular; and the one who in his origin was the humblest them, and in his educational advantages the most unfortunate-John Bunyan-is now, after an interval of a couple of hundred years, the best known and the most popular of them all.",308,0343574527,gla,1678,https://covers.openlibrary.org/b/id/8229224-L.jpg,https://openlibrary.org/works/OL107195W
The Book Thief,Markus Zusak,"nyt:young-adult-paperback-monthly=2022-09-04, New York Times bestseller, New York Times reviewed",4.1654134,133.0,That last time.,559,9787544238212,eng,1998,https://covers.openlibrary.org/b/id/8153054-L.jpg,https://openlibrary.org/works/OL5819456W
A Wrinkle in Time,Madeleine L'Engle,"Love, sci-fi, Newbery Medal",3.9294116,170.0,It was a dark and stormy night.,212,8494631586,eng,1962,https://covers.openlibrary.org/b/id/8709146-L.jpg,https://openlibrary.org/works/OL41495W
Twilight,Stephenie Meyer,"series:Luz_e_Escuridão, series:Twilight, New York Times bestseller",3.6385543,415.0,"I'd never given much thought to how I would die--though I had reason enough in the last few months--but even if I had, I would not have imagined it like this.",498,9780748112517,eng,2005,https://covers.openlibrary.org/b/id/12641977-L.jpg,https://openlibrary.org/works/OL5720023W
Murder on the Orient Express,Agatha Christie,"Agatha Christie, Private investigator, P.I.",4.105263,114.0,It was five o'clock on a winter's morning in Syria.,240,9782702439388,eng,1933,https://covers.openlibrary.org/b/id/11100465-L.jpg,https://openlibrary.org/works/OL471576W
Le rouge et le noir,Stendhal,"Fiction, Young men, Social life and customs",3.875,16.0,THE SMALL TOWN OF Verrieres may be regarded as one of the most attractive in the Franche-Comte.,518,1652836519,eng,1830,https://covers.openlibrary.org/b/id/8231413-L.jpg,https://openlibrary.org/works/OL733640W
James and the Giant Peach,Roald Dahl,"Christian Books, Roald Dahl, children",3.9389312,131.0,My father's troops wait on their horses just outside our front door.,144,9780553151138,eng,1961,https://covers.openlibrary.org/b/id/8252454-L.jpg,https://openlibrary.org/works/OL45809W
Catching Fire,Suzanne Collins,"Action/Adventure, Fantasy, teen fiction",4.1078067,269.0,No description available,400,9780545227247,dut,2009,https://covers.openlibrary.org/b/id/12646539-L.jpg,https://openlibrary.org/works/OL5735360W
Angels & Demons,Dan Brown,"heparin, ambigrams, antimatter",3.6509805,255.0,High atop the steps of the Great Pyramid of Giza a young woman laughed and called down to him.,576,5966005907,jpn,2000,https://covers.openlibrary.org/b/id/11408459-L.jpg,https://openlibrary.org/works/OL76833W
The Happy Prince and other tales,Oscar Wilde,"Fairy tales, Large type books, Children's fiction",4.25,12.0,"High above the city, on a tall column, stood the statue of the Happy Prince.",50,9781075123603,eng,1888,https://covers.openlibrary.org/b/id/10608467-L.jpg,https://openlibrary.org/works/OL8269770W
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,"Fantasy fiction, orphans, foster homes",4.251623,616.0,"Harry Potter era un ragazzo insolito sotto molti punti di vista. Prima di tutto, odiava le vacanze estive più di qualunque altro periodo dell'anno. Poi voleva davvero fare i compiti, ma era costretto a studiare di nascosto, nel cuore della notte. E per giunta era un mago.
Era quasi mezzanotte, e Harry era steso sul letto a pancia in giù, le coperte tirate sulla testa come una tenda, una torcia in mano e un grosso libro rilegato in pelle (Storia della magia, di Bathilda Bath) aperto e appoggiato sul cuscino. Fece scorrere la punta della penna d'aquila sulla pagina, aggrottando le sopracciglia, alla ricerca di qualcosa che potesse aiutarlo a scrivere il tema: Perché i roghi di streghe nel Quattordicesimo Secolo furono completamente inutili.",416,8478885633,jpn,1999,https://covers.openlibrary.org/b/id/10580435-L.jpg,https://openlibrary.org/works/OL82536W
The Very Hungry Caterpillar,Eric Carle,"Children's fiction, Caterpillars, fiction, Toy and movable books",4.0,101.0,"Un domingo de manana, apenas salio el tibio sol, huevo salio una oruga diminuta y muy hambrienta.",26,9780399251900,eng,1969,https://covers.openlibrary.org/b/id/7835968-L.jpg,https://openlibrary.org/works/OL52987W
Ender's Game,Orson Scott Card,"New York Times bestseller, nyt:mass_market_paperback=2011-07-30, military education",4.3491273,401.0,"""I've watched through his eyes, I've listened through his ears, and I tell you he's the one.",330,0784815887,eng,1985,https://covers.openlibrary.org/b/id/12996033-L.jpg,https://openlibrary.org/works/OL49488W
Cien años de soledad,Gabriel García Márquez,"Spanish language books, Fiction, Social conditions",4.063291,79.0,"Many years later, as he faced the firing squad, Colonel Aureliano Buendia was to remember that distant afternoon when his father took him to discover ice.",432,3596509815,eng,1967,https://covers.openlibrary.org/b/id/12627383-L.jpg,https://openlibrary.org/works/OL274505W
Fifty Shades of Grey,E. L. James,"Man-woman relationships, fiction, FICTION / Contemporary Women, Sexual dominance and submission",3.9290323,310.0,No description available,544,8466358390,chi,2000,https://covers.openlibrary.org/b/id/12648183-L.jpg,https://openlibrary.org/works/OL16336633W
R.U.R. and The insect play,Karel Čapek,"Czech drama, Fiction, Science Fiction",3.75,8.0,Central office of the factory of ROSSUM'S UNIVERSAL ROBOTS.,108,9781515137665,eng,1920,https://covers.openlibrary.org/b/id/4291026-L.jpg,https://openlibrary.org/works/OL575625W
O Alquimista,Paulo Coelho,"Translations into Indonesian, Voyages and travels, Fiction",3.7931035,435.0,El muchacho se llamaba Santiago.,197,8126401907,rus,1988,https://covers.openlibrary.org/b/id/7414780-L.jpg,https://openlibrary.org/works/OL796465W
Идіотъ,Фёдор Михайлович Достоевский,"Russia in fiction, Fiction, Social conditions",4.105263,38.0,"In late November, during a thaw, around nine in the morning, a train on the Petersburg-Warsaw railway line was approaching Petersburg at full blast.",620,1613828322,eng,1880,https://covers.openlibrary.org/b/id/9412225-L.jpg,https://openlibrary.org/works/OL166973W
